name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3,genre_drama,genre_action,genre_romance,genre_comedy,genre_crime,genre_thriller,genre_family,genre_musical,genre_adventure,genre_mystery,genre_horror,genre_fantasy,director_top,runtime
Char Dervesh,,,"Adventure, Fantasy",6.6,21.0,Homi Wadia,Feroz Khan,Sayeeda Khan,Mukri,0,0,0,0,0,0,0,0,1,0,0,1,other,
Char Diwari,,136 min,"Drama, Romance",6.7,24.0,Krishan Chopra,Shashi Kapoor,Nanda,Manmohan Krishna,1,0,1,0,0,0,0,0,0,0,0,0,other,
Char Paise,,118 min,"Action, Crime, Drama",5.6,11.0,N.K. Ziree,Shyama,Kishore Kumar,Agha,1,1,0,0,1,0,0,0,0,0,0,0,other,
Charandas,,,"Drama, Family",5.2,28.0,B.S. Thapa,Vikram Makandar,Om Prakash,Lakshmi,1,0,0,0,0,0,1,0,0,0,0,0,other,
Charandas Chor,,156 min,Drama,8.0,44.0,Shyam Benegal,Lalu Ram,Madan Lal,Babu Das,1,0,0,0,0,0,0,0,0,0,0,0,Shyam Benegal,
Charanon Ki Saugandh,,,"Action, Drama, Family",5.6,47.0,K. Bapaiah,Asrani,Mithun Chakraborty,Prem Chopra,1,1,0,0,0,0,1,0,0,0,0,0,K. Bapaiah,
Charas,,159 min,"Action, Drama, Romance",6.5,176.0,Ramanand Sagar,Dharmendra,Hema Malini,Ajit,1,1,1,0,0,0,0,0,0,0,0,0,other,
Charas: A Joint Effort,,140 min,"Action, Crime, Thriller",5.3,336.0,Tigmanshu Dhulia,Jimmy Sheirgill,Uday Chopra,Irrfan Khan,0,1,0,0,1,1,0,0,0,0,0,0,other,
Chargesheet,,,"Drama, Thriller",6.3,97.0,Dev Anand,Dev Anand,Sanket Dhawan,Divya Dutta,1,0,0,0,0,1,0,0,0,0,0,0,Dev Anand,
Charitra,,,Drama,6.5,11.0,B.R. Ishara,Parveen Babi,Salim Aziz Durrani,Gautam Sarin,1,0,0,0,0,0,0,0,0,0,0,0,B.R. Ishara,
Charitraheen,,100 min,"Drama, Family",7.1,58.0,Shakti Samanta,Sharmila Tagore,Sanjeev Kumar,Yogeeta Bali,1,0,0,0,0,0,1,0,0,0,0,0,Shakti Samanta,
Charlie Kay Chakkar Mein,,102 min,Thriller,4.5,159.0,Manish Srivastav,Naseeruddin Shah,Nishant Lal,Disha Arora,0,0,0,0,0,1,0,0,0,0,0,0,other,
Chase,,103 min,"Action, Crime, Drama",4.9,87.0,Jag Mundhra,Anuj Saxena,Udita Goswami,Tarina Patel,1,1,0,0,1,0,0,0,0,0,0,0,other,
Chashme Baddoor,,121 min,"Comedy, Drama",5.4,,David Dhawan,Ali Zafar,Siddharth,Divyendu Sharma,1,0,0,1,0,0,0,0,0,0,0,0,David Dhawan,
Chashme Buddoor,,145 min,"Comedy, Family, Romance",8.0,,Sai Paranjape,Farooq Shaikh,Deepti Naval,Saeed Jaffrey,0,0,1,1,0,0,1,0,0,0,0,0,other,
Chatpati,,130 min,Comedy,5.9,7.0,V. Ravindra,Smita Patil,Raj Kiran,Reema Lagoo,0,0,0,1,0,0,0,0,0,0,0,0,other,
Chatran,,,Adventure,6.2,10.0,Gulzar,,,,0,0,0,0,0,0,0,0,1,0,0,0,Gulzar,
Chatrapati Shivaji Maharaj,,,"Biography, History",6.7,15.0,Ram Narayan Gabale,,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
Chattan Singh,,,"Action, Crime",6.6,5.0,Kedar Kapoor,Vinod Mehra,Prem Nath,Yogeeta Bali,0,1,0,0,1,0,0,0,0,0,0,0,Kedar Kapoor,
Chatur Singh Two Star,,150 min,"Action, Adventure, Comedy",1.7,624.0,Ajay Chandhok,Sanjay Dutt,Ameesha Patel,Anupam Kher,0,1,0,1,0,0,0,0,1,0,0,0,other,
Chauhar,,123 min,Drama,6.8,15.0,Raghubeer Singh,Muntazir Ahmad,Richa Dixit,Vivek Jha,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chauraha,,154 min,"Action, Crime, Drama",3.9,25.0,Sadaqat Hussein,Jeetendra,Jackie Shroff,Jaya Prada,1,1,0,0,1,0,0,0,0,0,0,0,other,
Chauranga,,88 min,Drama,6.5,299.0,Bikas Ranjan Mishra,Sanjay Suri,Tannishtha Chatterjee,Riddhi Sen,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chausar,,85 min,Drama,6.4,82.0,Sagar Sarhadi,Sanjeev Giriwer,Nawazuddin Siddiqui,Amruta Subhash,1,0,0,0,0,0,0,0,0,0,0,0,other,
Cheeni Kum,,140 min,"Comedy, Drama, Romance",6.8,,R. Balki,Amitabh Bachchan,Tabu,Paresh Rawal,1,0,1,1,0,0,0,0,0,0,0,0,other,
Cheenti Cheenti Bang Bang,,,"Animation, Family",4.4,16.0,R.D. Mallik,Asrani,Sabyasachi Chakrabarty,Mahesh Manjrekar,0,0,0,0,0,0,1,0,0,0,0,0,other,
Cheer Haran,,98 min,Documentary,9.1,123.0,Kuldeep Ruhil,Kuldeep Ruhil,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
Cheetah,,,"Action, Drama",5.9,75.0,Harmesh Malhotra,Vikas Anand,Rakesh Bedi,Ashwini Bhave,1,1,0,0,0,0,0,0,0,0,0,0,Harmesh Malhotra,
Chef,,133 min,"Comedy, Drama, Family",5.7,,Raja Menon,Saif Ali Khan,Padmapriya,Svar Kamble,1,0,0,1,0,0,1,0,0,0,0,0,other,
Chehere: A Modern Day Classic,,106 min,Thriller,5.8,22.0,Rohit Kaushik,Divya Dutta,Manisha Koirala,Jackie Shroff,0,0,0,0,0,1,0,0,0,0,0,0,other,
Chehraa,,,Drama,6.6,32.0,Gautam Adhikari,Ayub Khan,Madhoo,Varsha Usgaonkar,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chehraa,,136 min,Thriller,3.8,140.0,Saurabh Shukla,Bipasha Basu,Dino Morea,Preeti Jhangiani,0,0,0,0,0,1,0,0,0,0,0,0,other,
Chehre Pe Chehra,,140 min,"Drama, Horror, Romance",6.1,53.0,Raj Tilak,Sanjeev Kumar,Rekha,Vinod Mehra,1,0,1,0,0,0,0,0,0,0,1,0,other,
Cheluvi,,102 min,Drama,7.5,86.0,Girish Karnad,Girish Karnad,Sonali Kulkarni,Prashant Rao,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chemistry,,,Romance,5.1,8.0,Sai Kabir,Bharti Achrekar,Karanvir Bohra,Kavin Dave,0,0,1,0,0,0,0,0,0,0,0,0,other,
Chemmeen,,140 min,"Drama, Romance",7.7,475.0,Ramu Kariat,Sathyan,Sheela,Madhu,1,0,1,0,0,0,0,0,0,0,0,0,other,
Chennai Express,,141 min,"Action, Adventure, Comedy",6.0,,Rohit Shetty,Deepika Padukone,Shah Rukh Khan,Sathyaraj,0,1,0,1,0,0,0,0,1,0,0,0,other,
Chetna,,135 min,Drama,6.2,27.0,B.R. Ishara,Anil Dhawan,Shatrughan Sinha,Rehana Sultan,1,0,0,0,0,0,0,0,0,0,0,0,B.R. Ishara,
Chetna: The Excitement,,102 min,Thriller,3.1,45.0,Partho Ghosh,Jatin Grewal,Kiran Kumar,Navnit Ravi Rana,0,0,0,0,0,1,0,0,0,0,0,0,Partho Ghosh,
Chettaniki Kallu Levu,,141 min,"Action, Drama, Crime",7.6,81.0,S.A. Chandrashekhar,Chiranjeevi,Madhavi,Lakshmi,1,1,0,0,1,0,0,0,0,0,0,0,other,
Chhailla Babu,,146 min,"Action, Crime, Romance",6.8,74.0,Joy Mukherjee,Rajesh Khanna,Zeenat Aman,Asrani,0,1,1,0,1,0,0,0,0,0,0,0,other,
Chhakke Panje,,,Comedy,6.5,13.0,V.K. Naik,Priyadarshini,Nayana Apte,Master Bhagwan,0,0,0,1,0,0,0,0,0,0,0,0,other,
Chhal,,,"Action, Crime, Drama",6.3,187.0,Hansal Mehta,Kay Kay Menon,Jaya Seal,Naved Aslam,1,1,0,0,1,0,0,0,0,0,0,0,other,
Chhalaang,,136 min,"Comedy, Drama",6.8,,Hansal Mehta,Rajkummar Rao,Nushrat Bharucha,Mohd. Zeeshan Ayyub,1,0,0,1,0,0,0,0,0,0,0,0,other,
Chhalia,,112 min,"Musical, Romance",7.4,201.0,Manmohan Desai,Raj Kapoor,Nutan,Pran,0,0,1,0,0,0,0,1,0,0,0,0,Manmohan Desai,
Chhalia,,,Action,6.5,6.0,Mukul Dutt,Navin Nischol,Nanda,Shatrughan Sinha,0,1,0,0,0,0,0,0,0,0,0,0,other,
Chhapaak,,120 min,"Biography, Drama",5.1,,Meghna Gulzar,Deepika Padukone,Vikrant Massey,Madhurjeet Sarghi,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chhappad Phaad Ke,,90 min,Drama,6.3,954.0,Sameer Joshi,Siddharth Menon,Vinay Pathak,Ayesha Raza,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chhatrapati Shivaji,,170 min,"Drama, History",8.3,39.0,Bhalji Pendharkar,Parshwanath Yeshwant Altekar,Chandrakant,Gajanan Jagirdar,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chhaya,,144 min,"Drama, Romance",7.1,42.0,Hrishikesh Mukherjee,Sunil Dutt,Asha Parekh,Nirupa Roy,1,0,1,0,0,0,0,0,0,0,0,0,Hrishikesh Mukherjee,
Chhed Chhad,,,,3.2,5.0,K. Amarnath,Rajkumari,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
Chhichhore,,143 min,"Comedy, Drama",8.3,,Nitesh Tiwari,Sushant Singh Rajput,Shraddha Kapoor,Varun Sharma,1,0,0,1,0,0,0,0,0,0,0,0,other,
Chhodo Kal Ki Baatein,,,"Comedy, Drama, Family",6.9,154.0,Pramod Joshi,Muntazir Ahmad,Barkha Bisht,Balaji Iyer,1,0,0,1,0,0,1,0,0,0,0,0,other,
Chhodon Naa Yaar,,97 min,"Horror, Thriller",4.6,94.0,Dilip Sood,Jimmy Sheirgill,Kim Sharma,Farid Amiri,0,0,0,0,0,1,0,0,0,0,1,0,other,
Chhoo Mantar,,,Comedy,6.1,9.0,M. Sadiq,Shyama,Johnny Walker,Anita Guha,0,0,0,1,0,0,0,0,0,0,0,0,other,
Chhorriyan Chhoron Se Kam Nahi Hoti,,,Drama,6.9,31.0,Rajesh Babbar,Aniruddh Dave,Rashmi Somvanshi,Satish Kaushik,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chhota Bhai,,,"Comedy, Drama",6.7,15.0,Kolli Pratyagatma,Rehman,Nutan,Master Mahesh Kumar,1,0,0,1,0,0,0,0,0,0,0,0,other,
Chhota Bheem and the Curse of Damyaan,,88 min,"Animation, Adventure, Fantasy",5.7,145.0,Rajiv Chilaka,Jigna Bhardwaj,Chutki,Kaustav Ghosh,0,0,0,0,0,0,0,0,1,0,0,1,other,
Chhota Bheem and the Throne of Bali,,130 min,Animation,6.2,142.0,Rajiv Chilaka,Rupa Bhimani,Vivaan Bhimani,Parignya Pandya Shah,0,0,0,0,0,0,0,0,0,0,0,0,other,
Chhota Bheem Himalayan Adventure,,97 min,Animation,5.5,117.0,Rosauro Adorable,Jigna Bhardwaj,Rupa Bhimani,Sonal Kaushal,0,0,0,0,0,0,0,0,0,0,0,0,other,
Chhota Bheem in the Incan Adventure,,65 min,"Animation, Adventure, Fantasy",6.5,22.0,Rajiv Chilaka,Jigna Bhardwaj,Julie Tejwani,Rajesh Kava,0,0,0,0,0,0,0,0,1,0,0,1,other,
Chhota Bheem Kung Fu Dhamaka,,97 min,"Animation, Action, Adventure",5.2,119.0,Rajiv Chilaka,Binayak Das,Urvi Ashar,Asif Ali Beig,0,1,0,0,0,0,0,0,1,0,0,0,other,
Chhota Bheem Mission Mangalyaan,,,Animation,5.8,11.0,Binayak Das,,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
Chhota Chetan,,103 min,"Adventure, Comedy, Family",5.7,155.0,Jijo Punnoose,Urmila Matondkar,Dalip Tahil,Satish Kaushik,0,0,0,1,0,0,1,0,1,0,0,0,other,
Chhota Sa Ghar,,141 min,Drama,3.7,11.0,Kalpataru,Asrani,Neelima Azim,Beena Banerjee,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chhote Nawab,,140 min,"Comedy, Drama, Romance",5.5,24.0,S.A. Akbar,Ameeta,Mehmood,Johnny Walker,1,0,1,1,0,0,0,0,0,0,0,0,other,
Chhote Sarkar,,,"Crime, Drama",5.9,17.0,K. Shankar,Shammi Kapoor,Sadhana,Shashikala,1,0,0,0,1,0,0,0,0,0,0,0,other,
Chhote Sarkar,,151 min,"Comedy, Romance, Thriller",4.7,239.0,Vimal Kumar,Govinda,Shilpa Shetty Kundra,Aruna Irani,0,0,1,1,0,1,0,0,0,0,0,0,other,
Chhoti Bahen,,155 min,Drama,6.6,35.0,L.V. Prasad,Balraj Sahni,Shyama,Rehman,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chhoti Bahoo,,,"Drama, Family",5.7,22.0,M.M. Baig,Vikas Anand,Beena Banerjee,Bindu,1,0,0,0,0,0,1,0,0,0,0,0,other,
Chhoti Bahu,,137 min,"Drama, Family",6.1,67.0,K.B. Tilak,Rajesh Khanna,Sharmila Tagore,Nirupa Roy,1,0,0,0,0,0,1,0,0,0,0,0,other,
Chhoti Chhoti Baatein,,,Drama,7.1,17.0,Motilal,Motilal,Leela Mishra,Moti Sagar,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chhoti Si Baat,,123 min,"Comedy, Romance",8.3,,Basu Chatterjee,Ashok Kumar,Vidya Sinha,Amol Palekar,0,0,1,1,0,0,0,0,0,0,0,0,Basu Chatterjee,
Chhoti Si Mulaqat,,175 min,"Drama, Romance",6.7,39.0,Alo Sarkar,Vyjayanthimala,Uttam Kumar,Rajendranath Malhotra,1,0,1,0,0,0,0,0,0,0,0,0,other,
Chhupa Rustam,,,"Action, Thriller",7.0,82.0,Vijay Anand,Dev Anand,Vijay Anand,Ajit,0,1,0,0,0,1,0,0,0,0,0,0,other,
Chhupa Rustam: A Musical Thriller,,127 min,"Drama, Musical, Romance",4.6,86.0,Aziz Sejawal,Sanjay Kapoor,Mamta Kulkarni,Manisha Koirala,1,0,1,0,0,0,0,1,0,0,0,0,other,
Chhupam Chhaai,,94 min,"Adventure, Drama, Family",8.4,79.0,Pratik Mittal,Akshat Jain,Sanket Chauhan,Anshu Khatri,1,0,0,0,0,0,1,0,1,0,0,0,other,
Chicken Curry Law,,127 min,Drama,5.3,30.0,Shekhar Sirrinn,Natalia Janoszek,Ashutosh Rana,Makrand Deshpande,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chicken Tikka Masala,,90 min,"Comedy, Drama, Romance",5.6,524.0,Harmage Singh Kalirai,Chris Bisson,Saeed Jaffrey,Sally Bankes,1,0,1,1,0,0,0,0,0,0,0,0,other,
Chidi Balla,,112 min,"Comedy, Drama, Family",6.4,12.0,Radheshyam Pipalwa,Chetan Sharma,Mayur More,Abhimanyu Singh,1,0,0,1,0,0,1,0,0,0,0,0,other,
Chidiya,,110 min,Drama,7.2,15.0,Mehran Amrohi,Svar Kamble,Ayush Pathak,Vinay Pathak,1,0,0,0,0,0,0,0,0,0,0,0,other,
Children of the Pyre,,74 min,Documentary,7.4,80.0,Rajesh S. Jala,,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
Children of War,,160 min,"Drama, History, War",6.7,879.0,Mrityunjay Devvrat,Farooq Shaikh,Victor Banerjee,Pawan Malhotra,1,0,0,0,0,0,0,0,0,0,0,0,other,
Children's Party,,135 min,"Comedy, Drama, Family",7.5,,Vikas Bahl,Nitesh Tiwari,Irfan Khan,Sanath Menon,1,0,0,1,0,0,1,0,0,0,0,0,other,
Chimanee Pakhre,,,Drama,7.4,15.0,Mahesh Kothare,Anand Abhyankar,Laxmikant Berde,Priya Arun Berde,1,0,0,0,0,0,0,0,0,0,0,0,other,
China Gate,,175 min,"Action, Adventure, Drama",6.6,,Rajkumar Santoshi,Om Puri,Naseeruddin Shah,Danny Denzongpa,1,1,0,0,0,0,0,0,1,0,0,0,other,
China Town,,151 min,"Comedy, Crime, Romance",7.1,201.0,Shakti Samanta,Shammi Kapoor,Shakila,Helen,0,0,1,1,1,0,0,0,0,0,0,0,Shakti Samanta,
Chinar Daastaan-E-Ishq,,116 min,Romance,6.8,62.0,Sharique Minhaj,Parveen Kaur,Faisal Khan,Shahbaaz Khan,0,0,1,0,0,0,0,0,0,0,0,0,other,
Chingaari,,155 min,Drama,4.6,189.0,Kalpana Lajmi,Sushmita Sen,Mithun Chakraborty,Anuj Sawhney,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chingari,,,Drama,4.6,9.0,Ram Maheshwari,Leena Chandavarkar,Sanjay Khan,Pran,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chinnodu,,150 min,"Action, Crime, Drama",4.0,51.0,Kanmani,Sumanth,Charmy Kaur,Rahul Dev,1,1,0,0,1,0,0,0,0,0,0,0,other,
Chintu Ji,,115 min,"Comedy, Drama",6.0,191.0,Ranjit Kapoor,Rishi Kapoor,Priyanshu Chatterjee,Kulraj Randhawa,1,0,0,1,0,0,0,0,0,0,0,0,other,
Chintu Ka Birthday,,80 min,"Drama, War",7.8,,Devanshu Singh,Satyanshu Singh,Vinay Pathak,Tillotama Shome,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chipku,,135 min,Drama,6.8,5.0,Priyanka,Gouri Ash,Rakesh Bedi,Neha Pal Chowdhury,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chippa,,90 min,Drama,6.5,941.0,Safdar Rahman,Sunny Pawar,Mala Mukherjee,Surojit,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chirag,,,"Drama, Family, Musical",6.7,48.0,Raj Khosla,Sunil Dutt,Asha Parekh,Om Prakash,1,0,0,0,0,0,1,1,0,0,0,0,Raj Khosla,
Chirag,,,,4.0,6.0,Ram Daryani,Ishwarlal,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
Chirag Kahan Roshni Kahan,,,"Drama, Family",7.2,38.0,Devendra Goel,Rajendra Kumar,Meena Kumari,Mumtaz Begum,1,0,0,0,0,0,1,0,0,0,0,0,other,
Chirutha,,,Drama,8.0,6.0,Tanvir Ahmed,Deepti Naval,Inayatullah Kantroo,Sulabha Deshpande,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chitchor,,105 min,"Drama, Romance",7.5,618.0,Basu Chatterjee,Amol Palekar,Zarina Wahab,Vijayendra Ghatge,1,0,1,0,0,0,0,0,0,0,0,0,Basu Chatterjee,
Chitkabrey,,120 min,"Drama, Mystery, Thriller",3.9,134.0,Suneet Arora,Ravi Kishan,Rahul Singh,Sanjay Swaraj,1,0,0,0,0,1,0,0,0,1,0,0,other,
Chitralekha,,,"Comedy, Drama",7.4,80.0,Kidar Nath Sharma,Ashok Kumar,Meena Kumari,Pradeep Kumar,1,0,0,1,0,0,0,0,0,0,0,0,other,
Chittagong,,105 min,"Action, Drama, War",7.3,,Bedabrata Pain,Manoj Bajpayee,Barry John,Delzad Hiwale,1,1,0,0,0,0,0,0,0,0,0,0,other,
Chittor Vijay,,,,7.7,19.0,Mohan Sinha,Monica Desai,Gulnar,Raj Kapoor,0,0,0,0,0,0,0,0,0,0,0,0,other,
Chocolate: Deep Dark Secrets,,160 min,"Crime, Drama, Mystery",4.8,,Vivek Agnihotri,Anil Kapoor,Sunil Shetty,Arshad Warsi,1,0,0,0,1,0,0,0,0,1,0,0,other,
Choked,,114 min,Drama,5.8,,Anurag Kashyap,Saiyami Kher,Roshan Mathew,Amruta Subhash,1,0,0,0,0,0,0,0,0,0,0,0,other,
Choo Lenge Akash,,85 min,Family,7.4,7.0,Virendra Saini,Puru Chibber,Pankaj Jha,Parikshit Sahni,0,0,0,0,0,0,1,0,0,0,0,0,other,
Chooda Ek Pratha,,,Drama,6.4,8.0,Ravindra Singh Rajawat,Ravi Jhanghu,Meghna Naidu,Chandrachur Singh,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chopsticks,,100 min,"Comedy, Drama",6.5,,Sachin Yardi,Abhay Deol,Mithila Palkar,Vijay Raaz,1,0,0,1,0,0,0,0,0,0,0,0,other,
Chor Aur Chand,,137 min,"Action, Adventure, Drama",6.9,53.0,Pavan Kaul,Aditya Pancholi,Pooja Bhatt,Aruna Irani,1,1,0,0,0,0,0,0,1,0,0,0,other,
Chor Bazaari,,107 min,Comedy,4.7,22.0,Rajiv S. Ruia,Asrani,Kurush Deboo,Manoj Joshi,0,0,0,1,0,0,0,0,0,0,0,0,other,
Chor Bazar,,127 min,"Action, Drama",6.1,24.0,Prem Narayan Arora,Shammi Kapoor,Sumitra Devi,Chitra,1,1,0,0,0,0,0,0,0,0,0,0,other,
Chor Chor,,,"Crime, Drama, Thriller",6.7,23.0,Prem Prakash,Vijay Anand,Leena Chandavarkar,Trilok Kapoor,1,0,0,0,1,1,0,0,0,0,0,0,other,
Chor Chor Super Chor,,99 min,"Comedy, Drama, Thriller",6.5,225.0,Rajesh. K.,Deepak Dobriyal,Priya Bathija,Anshul Kataria,1,0,0,1,0,1,0,0,0,0,0,0,other,
Chor Ho To Aisa,,,"Action, Crime, Drama",5.1,8.0,Ravi Tandon,Shatrughan Sinha,Reena Roy,Bindu,1,1,0,0,1,0,0,0,0,0,0,0,Ravi Tandon,
Chor Ke Ghar Chor,,,"Action, Comedy, Crime",6.4,34.0,Vijay Sadanah,Randhir Kapoor,Zeenat Aman,Ashok Kumar,0,1,0,1,1,0,0,0,0,0,0,0,other,
Chor Machaaye Shor,,145 min,"Action, Comedy, Crime",4.2,,David Dhawan,Bobby Deol,Om Puri,Paresh Rawal,0,1,0,1,1,0,0,0,0,0,0,0,David Dhawan,
Chor Machaye Shor,,139 min,"Action, Musical, Romance",6.5,146.0,Ashok Roy,Shashi Kapoor,Mumtaz,Asrani,0,1,1,0,0,0,0,1,0,0,0,0,other,
Chor Pe Mor,,142 min,"Comedy, Crime",4.5,14.0,Kapil Kapoor,Naseeruddin Shah,Karan Shah,Neelam Kothari,0,0,0,1,1,0,0,0,0,0,0,0,other,
Chor Police,,,"Crime, Action, Drama",5.6,29.0,Amjad Khan,Shatrughan Sinha,Parveen Babi,Shakti Kapoor,1,1,0,0,1,0,0,0,0,0,0,0,other,
Chor Sipahee,,138 min,"Action, Crime, Drama",5.8,44.0,Prayag Raj,Shashi Kapoor,Vinod Khanna,Parveen Babi,1,1,0,0,1,0,0,0,0,0,0,0,other,
Chori Chori,,158 min,"Comedy, Musical, Romance",7.7,475.0,Anant Thakur,Nargis,Raj Kapoor,Gope,0,0,1,1,0,0,0,1,0,0,0,0,other,
Chori Chori,,135 min,"Comedy, Romance, Musical",4.8,837.0,Milan Luthria,Ajay Devgn,Sonali Bendre,Rani Mukerji,0,0,1,1,0,0,0,1,0,0,0,0,other,
Chori Chori,,115 min,"Action, Drama",5.0,5.0,Keval P. Kashyap,Sanjay Khan,Radha Saluja,Kamran,1,1,0,0,0,0,0,0,0,0,0,0,other,
Chori Chori Chupke Chupke,,160 min,"Comedy, Drama, Musical",5.4,,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Salman Khan,Rani Mukerji,1,0,0,1,0,0,0,1,0,0,0,0,Abbas Alibhai Burmawalla,
Chori Mera Kaam,,165 min,"Comedy, Musical, Romance",7.0,136.0,Brij,Ashok Kumar,Shashi Kapoor,Zeenat Aman,0,0,1,1,0,0,0,1,0,0,0,0,Brij,
Chorni,,149 min,"Comedy, Drama",5.3,39.0,Jyoti Swaroop,Jeetendra,Neetu Singh,Shreeram Lagoo,1,0,0,1,0,0,0,0,0,0,0,0,other,
Choron Ka Chor,,,Action,6.3,20.0,Jayant Paranji,Mahesh Babu,Bipasha Basu,Rahul Dev,0,1,0,0,0,0,0,0,0,0,0,0,other,
Choron Ki Baaraat,,135 min,Action,7.1,16.0,Harmesh Malhotra,Shatrughan Sinha,Neetu Singh,Ajit,0,1,0,0,0,0,0,0,0,0,0,0,Harmesh Malhotra,
Chorus,,124 min,"Fantasy, Drama",7.4,84.0,Mrinal Sen,Utpal Dutt,Ajit Banerjee,Shekhar Chatterjee,1,0,0,0,0,0,0,0,0,0,0,1,other,
"Chot [Aaj Isko, Kal Tereko]",,,"Musical, Action, Crime",5.0,29.0,Nabh Kumar 'Raju',Ashutosh Rana,Sharad S. Kapoor,Nethra Raghuraman,0,1,0,0,1,0,0,1,0,0,0,0,other,
Chota Jadugar,,99 min,Fantasy,3.1,102.0,Jose Punnoose,Sooraj Balaji,S.P. Balasubrahmanyam,Julian Carey,0,0,0,0,0,0,0,0,0,0,0,1,other,
Chota Sipahi,,90 min,Family,7.1,10.0,Jayashree Kanal,,,,0,0,0,0,0,0,1,0,0,0,0,0,other,
Chote Nawab,,108 min,Drama,6.1,7.0,Kumud Chaudhary,Tulika Banerjee,Plabita Borthakur,Rajshri Deshpande,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chousar Firangi,,95 min,"Comedy, Drama",6.8,85.0,Sandeep Pandey,Prateek Pachauri,Rekha Mishra,Anudeep Singh,1,0,0,1,0,0,0,0,0,0,0,0,other,
Chowkidar,,135 min,Drama,5.3,22.0,Shyam Ralhan,Sanjeev Kumar,Yogeeta Bali,Vinod Khanna,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chronicle of Space,,85 min,Family,5.8,19.0,Akshay Indikar,Neel Deshmukh,Anushree Wani,,0,0,0,0,0,0,1,0,0,0,0,0,other,
Chronicles of Hari,,120 min,Drama,5.9,22.0,Ananya Kasarvalli,Shrunga B.V.,Krishnamurthy,,1,0,0,0,0,0,0,0,0,0,0,0,other,
Chudail,,98 min,Horror,4.9,10.0,P. Chandrakumar,Kiran Kumar,Poonam Dasgupta,Anil Dhawan,0,0,0,0,0,0,0,0,0,0,1,0,other,
Chudail Ka Badla,,,Horror,7.8,25.0,Raj Mohan,Ponnambalam,,,0,0,0,0,0,0,0,0,0,0,1,0,other,
Chudail Story,,100 min,"Horror, Thriller",2.4,142.0,Surya Lakkoju,Preeti Soni,Amal Sherawat,Nidhi Bhardwaj,0,0,0,0,0,1,0,0,0,0,1,0,other,
Chunaoti,,,"Action, Thriller",5.3,31.0,Satpal,Feroz Khan,Neetu Singh,Dharmendra,0,1,0,0,0,1,0,0,0,0,0,0,other,
Chup Chup Ke,,164 min,"Comedy, Drama, Romance",6.8,,Priyadarshan,Kookie Gulati,Shahid Kapoor,Kareena Kapoor,1,0,1,1,0,0,0,0,0,0,0,0,Priyadarshan,
Chupke Chupke,,146 min,"Comedy, Drama, Romance",8.3,,Hrishikesh Mukherjee,Dharmendra,Sharmila Tagore,Amitabh Bachchan,1,0,1,1,0,0,0,0,0,0,0,0,Hrishikesh Mukherjee,
Chupke Se,,164 min,"Comedy, Musical, Romance",5.4,112.0,Shona Urvashi,Zulfi Sayed,Masumeh Makhija,Rati Agnihotri,0,0,1,1,0,0,0,1,0,0,0,0,other,
Chupp,,,"Crime, Mystery, Thriller",4.3,17.0,Ambrish Sangal,Jeetendra,Avinash Wadhawan,Somy Ali,0,0,0,0,1,1,0,0,0,1,0,0,other,
Chura Liyaa Hai Tumne,,143 min,"Action, Drama, Mystery",3.7,463.0,Sangeeth Sivan,Zayed Khan,Esha Deol,Gulshan Grover,1,1,0,0,0,0,0,0,0,1,0,0,other,
Cinderella,,113 min,Fantasy,6.7,9.0,Kiran Nakti,Mangesh Desai,Vinit Bonde,Janardhan Parab,0,0,0,0,0,0,0,0,0,0,0,1,other,
Cinema Cinema,,,Documentary,6.6,33.0,Krishna Shah,Amitabh Bachchan,Zeenat Aman,Dharmendra,0,0,0,0,0,0,0,0,0,0,0,0,other,
