name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
Everybody Says I'm Fine!,,103 min,"Drama, Fantasy, Romance",5.9,323.0,Rahul Bose,Rehaan Engineer,Koel Purie,Rahul Bose
Evil Eye,,90 min,"Horror, Mystery, Thriller",4.7,,Elan Dassani,Rajeev Dassani,Sarita Choudhury,Sunita Mani
Extra Or Extraordinary,,,Drama,7.3,7.0,Anil Naryani,Tushar Jha,Krish,Om
Extraordinaari,,144 min,"Drama, Family, Fantasy",3.4,9.0,Sunanda Shyamal Mitra,Rituparna Sengupta,Abhishek Gupta,Satyajit Sharma
F. M. (Fun Aur Masti),,,Comedy,8.1,41.0,Sekhar Surya,Chitram Basha,Adnan Sajid Khan,Aziz Naser
F.A.L.T.U,,120 min,"Comedy, Drama",4.6,,Remo D'Souza,Arshad Warsi,Riteish Deshmukh,Jackky Bhagnani
Faasle,,146 min,"Drama, Romance",4.5,64.0,Yash Chopra,Sunil Dutt,Rekha,Rohan Kapoor
Facebook Wala Pyar,,114 min,"Drama, Romance",5.3,27.0,Narayan k Sahu,Rahul Bagga,Akhilendra Mishra,Neeta Mohindra
Faisla,,,"Action, Crime, Mystery",5.8,11.0,S. Ramanathan,Ashok Kumar,Vinod Khanna,Saira Banu
Faisla Main Karungi,,,Action,3.6,8.0,Anil Sharma,Shashi Kapoor,Anita Raj,Sadashiv Amrapurkar
Faith Connections,,115 min,"Documentary, Biography, Drama",7.3,158.0,Pan Nalin,Bhole Baba,Hatha Yogi Baba,Pant Shirt Baba
Fakira,,139 min,"Action, Drama, Thriller",6.5,96.0,C.P. Dixit,Shashi Kapoor,Shabana Azmi,Asrani
Falak (The Sky),,166 min,"Action, Crime, Drama",6.0,45.0,Shashilal K. Nair,Rakhee Gulzar,Jackie Shroff,Shekhar Kapur
Falsafa,,135 min,"Action, Drama, Thriller",7.1,16.0,Himanshu Yadav,Manit Joura,Geetanjali Singh,Ridhima Grover
Family of Thakurganj,,127 min,"Action, Drama",8.4,427.0,Manoj K. Jha,Prince Singh,Jimmy Sheirgill,Mahie Gill
Family: Ties of Blood,,150 min,"Action, Crime, Drama",5.6,,Rajkumar Santoshi,Amitabh Bachchan,Akshay Kumar,Bhoomika Chawla
Famous Pandey,,104 min,Drama,4.9,8.0,Ekant Babani,Rahul Bagga,Dharmendra Singh,Meher Vij
Fan,,142 min,"Action, Drama, Thriller",7.0,,Maneesh Sharma,Shah Rukh Khan,Sayani Gupta,Shriya Pilgaonkar
Fanaa,,168 min,"Action, Drama, Romance",7.2,,Kunal Kohli,Aamir Khan,Kajol,Rishi Kapoor
Faraar,,136 min,"Action, Crime, Drama",6.9,314.0,Shankar Mukherjee,Sanjeev Kumar,Sharmila Tagore,Amitabh Bachchan
Faraar,,137 min,"Mystery, Thriller",6.1,8.0,Pinaki Bhushan Mukherji,Anil Chatterjee,Balraj Sahni,Shabnam
Faraib,,131 min,"Action, Thriller",4.5,14.0,Rajat Rakshit,Mithun Chakraborty,Ranjeeta Kaur,Shreeram Lagoo
Fareb,,147 min,"Action, Crime, Drama",4.7,128.0,Vikram Bhatt,Faraaz Khan,Suman Ranganath,Ashok Lath
Fareb,,129 min,"Drama, Thriller",4.1,174.0,Deepak Tijori,Shilpa Shetty Kundra,Manoj Bajpayee,Shamita Shetty
Farishta,,,"Crime, Drama, Family",7.4,5.0,Ravindra Dave,Sohrab Modi,Ashok Kumar,Meena Kumari
Farishta,,,Fantasy,6.6,7.0,Kedar Kapoor,Dev Kumar,Nivedita,Master Shahid
Farishta Ya Qatil,,126 min,"Action, Drama",5.1,14.0,S.M. Abbas,Shashi Kapoor,Rekha,Jayshree T.
Farishtay,,,"Action, Comedy, Drama",4.8,243.0,Anil Sharma,Dharmendra,Vinod Khanna,Sridevi
Farz,,170 min,"Action, Crime, Thriller",6.2,100.0,Ravikant Nagaich,Jeetendra,Babita Kapoor,Aruna Irani
Farz,,,"Action, Thriller",4.3,417.0,Raj Kanwar,Sunny Deol,Preity Zinta,Jackie Shroff
Farz Aur Kanoon,,,"Action, Drama",5.5,20.0,K. Raghavendra Rao,Jeetendra,Hema Malini,Rati Agnihotri
Farz Ki Jung,,139 min,Drama,4.3,37.0,R.P. Swamy,Shashi Kapoor,Govinda,Neelam Kothari
Fashion,,148 min,"Drama, Family",8.0,9.0,Lekhraj Bhakri,Pradeep Kumar,Manoj Kumar,Mala Sinha
Fashion,,167 min,"Drama, Romance",6.9,,Madhur Bhandarkar,Priyanka Chopra Jonas,Kangana Ranaut,Mugdha Godse
Fashionable Wife,,,"Drama, Family",5.4,5.0,B.K. Adarsh,Jaymala Adarsh,Abhi Bhattacharya,Anoop Kumar
Fast Forward,,57 min,"Action, Drama, Musical",5.6,46.0,Zaigham Ali Syed,Vinod Khanna,Akshay Kapoor,Rehan Khan
Fastey Fasaatey,,119 min,"Drama, Romance",4.6,119.0,Amit Agarwal,Bijay Anand,Ashok Awasthi,V.M. Badola
Fate,,68 min,"Drama, Romance",6.2,12.0,John Hunt,Devika Rani,Himanshu Rai,Abraham Sofaer
Fate,,113 min,Drama,6.6,14.0,Mehboob Khan,Motilal,Nargis,Chandra Mohan
Fateh,,,Action,5.2,55.0,Talat Jani,Shabana Azmi,Sanjay Dutt,Ekta Sohini
Fatso!,,98 min,"Comedy, Fantasy, Romance",5.7,432.0,Rajat Kapoor,Gul Panag,Purab Kohli,Ranvir Shorey
Fauj Mein Mauj,,,Comedy,4.2,16.0,Murali Nagavally,Asrani,Lillete Dubey,Paresh Rawal
Fauji,,,"Action, Crime, Drama",4.5,13.0,Lawrence D'Souza,Master Altaf,Raj Babbar,Suresh Chatwal
Fauji Calling,,134 min,Drama,5.4,77.0,Aaryaan Saxena,Bidita Bag,Anil Chouhan,Mugdha Godse
Faulad,,145 min,"Action, Adventure, Drama",6.2,19.0,Mohammed Hussain,Dara Singh,Mumtaz,Minoo Mumtaz
Fear,,,Horror,3.7,125.0,Vikram Bhatt,Alisha,Alisha Baig,Jennifer Butler
Fearless: The Hunterwali Story,,62 min,Documentary,7.6,7.0,Riyad Vinci Wadia,Fearless Nadia,,
Feast of Varanasi,,97 min,"Crime, Drama, Thriller",5.5,27.0,Rajan Kumar Patel,Adil Hussain,Holly Gilbert,Tannishtha Chatterjee
Ferrari Ki Sawaari,,140 min,"Comedy, Drama, Family",6.4,,Rajesh Mapuskar,Sharman Joshi,Boman Irani,Ritvik Sahore
'Ferry',,128 min,"Drama, Family",5.8,28.0,Hemen Gupta,Dev Anand,Archana,Babu
Fever,,123 min,"Crime, Mystery",4.7,645.0,Rajeev Jhaveri,Rajeev Khandelwal,Gauahar Khan,Gemma Atkinson
Fida,,122 min,"Action, Crime, Drama",5.5,,Ken Ghosh,Kareena Kapoor,Fardeen Khan,Shahid Kapoor
Fiffty Fiffty,,136 min,"Action, Comedy, Musical",6.1,41.0,Shomu Mukherjee,Rajesh Khanna,Tina Ambani,Om Shivpuri
Fight Club: Members Only,,140 min,"Action, Crime",3.3,,Abhay Chopra,Vikram Chopra,Sunil Shetty,Sohail Khan
Filhaal...,,151 min,"Drama, Romance",5.5,243.0,Meghna Gulzar,Tabu,Sushmita Sen,Sanjay Suri
Film Hi Film,,133 min,"Comedy, Drama, Music",5.8,23.0,Hiren Nag,Pran,Ramesh Deo,Seema Deo
Film Star,,145 min,Drama,5.1,62.0,Tanuja Chandra,Mahima Chaudhry,Priyanshu Chatterjee,Vasundhara Das
Filmistaan,,117 min,Comedy,7.3,,Nitin Kakkar,Sharib Hashmi,Inaamulhaq,Kumud Mishra
Filter Coffee Liquor Cha,,80 min,Drama,6.9,9.0,Debarati Gupta,Nishan Nanaiah,Priyanka Sarkar,Usha Uthup
Final Solution,,218 min,Documentary,8.5,369.0,Rakesh Sharma,,,
Finding Fanny,,102 min,"Adventure, Comedy, Drama",5.7,,Homi Adajania,Deepika Padukone,Arjun Kapoor,Naseeruddin Shah
Firaaq,,101 min,"Drama, History, Thriller",7.4,,Nandita Das,Inaamulhaq,Nassar,Shahana Goswami
Firangi,,158 min,"Comedy, Drama",4.4,,Rajiv Dhingra,Kapil Sharma,Ishita Dutta,Monica Gill
Fire,,104 min,"Drama, Romance",7.2,,Deepa Mehta,Shabana Azmi,Nandita Das,Karishma Jhalani
Fire in the Blood,,87 min,"Documentary, History",7.7,685.0,Dylan Mohan Gray,Zackie Achmat,Peter Mugyenyi,Bill Clinton
Fire in the Mountains,,84 min,Drama,6.8,26.0,Ajitpal Singh,Vinamrata Rai,Chandan Bisht,Harshita Tiwari
Fired,,87 min,Horror,4.4,261.0,Sajit Warrier,Rahul Bose,Dinesh Lamba,Nassar Abdulla
Fireflies,,100 min,"Drama, Family",6.2,95.0,Sabal Singh Shekhawat,Rahul Khanna,Arjun Mathur,Shivaani Ghai
Fireflies in the Abyss,,88 min,"Documentary, Drama",7.0,71.0,Chandrasekhar Reddy,Nishant Rai,Raj Rai,Suraj Subba
First Love Letter,,165 min,Romance,4.8,47.0,Shiva,Vivek Mushran,Manisha Koirala,Dalip Tahil
First Rank,,150 min,"Action, Drama, Sport",5.3,,Dev Anand,Dev Anand,Aamir Khan,Ekta Sohini
Fitoor,,131 min,"Drama, Romance",5.4,,Abhishek Kapoor,Aditya Roy Kapoor,Katrina Kaif,Tabu
Fiza,,170 min,"Action, Crime, Drama",6.1,,Khalid Mohamed,Jaya Bachchan,Karisma Kapoor,Hrithik Roshan
Flame: An Untold Love Story,,97 min,Drama,6.0,11.0,Rajiv S. Ruia,Sumana Mukherjee,Hrishitaa Bhatt,Kamna Singh Chandel
Flat 211,,105 min,"Crime, Mystery, Thriller",5.1,83.0,Sunil Sanjan,Jayesh Raj,Sonal Singh,Samonica Shrivastava
Flight,,116 min,"Action, Thriller",8.3,359.0,Suraj Joshi,Vishal Arya,Babita Ashiwal,Shibani Bedi
Flying Colors,,84 min,Drama,6.0,13.0,Raja Krishna,Bhavna Mali,Eknath Kamble,Pawan
Flying Lessons,,106 min,Drama,6.3,365.0,Francesca Archibugi,Giovanna Mezzogiorno,Andrea Miglio Risi,Angel Tom Karumathy
Flying on One Engine,,51 min,"Documentary, Drama",7.9,25.0,Joshua Z Weinstein,Sharadkumar Dicksheet,,
Fool N Final,,144 min,"Action, Comedy, Crime",3.4,,Ahmed Khan,Sunny Deol,Shahid Kapoor,Vivek Oberoi
Foot Path,,148 min,"Comedy, Crime, Drama",7.5,57.0,Zia Sarhadi,Dilip Kumar,Meena Kumari,Ramesh Thapar
Footfairy,,115 min,"Crime, Thriller",5.0,287.0,Kanishk Varma,Gulshan Devaiah,Sagarika Ghatge,Kunaal Roy Kapur
Footpath,,164 min,"Action, Crime, Drama",5.3,824.0,Vikram Bhatt,Aftab Shivdasani,Bipasha Basu,Rahul Dev
Force,,137 min,"Action, Crime, Drama",6.5,,Nishikant Kamat,John Abraham,Genelia D'Souza,Vidyut Jammwal
Force 2,,127 min,"Action, Adventure, Thriller",6.2,,Abhinay Deo,John Abraham,Sonakshi Sinha,Tahir Raj Bhasin
Foresting Life,,69 min,"Documentary, Biography, Family",9.0,6.0,Aarti Shrivastava,,,
Forty Days,,,Action,6.1,9.0,Dwarka Khosla,Prem Nath,Shakila,K.N. Singh
Foto,,86 min,Comedy,6.4,23.0,Virendra Saini,Tom Alter,Sameer Gupta,Arjun Gokul Jaykrishna
Four Faces of India,,160 min,Drama,7.5,57.0,Khwaja Ahmad Abbas,Raj Kapoor,Ajit,Shammi Kapoor
Four Pillars of Basement,,134 min,"Action, Mystery, Thriller",4.6,19.0,Giresh Naik,Shawar Ali,Ravi Gadariya,Zakir Husain
Four Two Ka One,,112 min,Comedy,4.7,52.0,Anwer Khan,Ishwar Singh,Jimmy Sheirgill,Rajpal Yadav
Fox,,145 min,"Crime, Drama, Mystery",5.2,553.0,Deepak Tijori,Arjun Rampal,Sunny Deol,Udita Goswami
Fraud Saiyaan,,109 min,"Comedy, Drama",4.3,677.0,Sourabh Shrivastava,Arshad Warsi,Saurabh Shukla,Flora Saini
Freaky Ali,,120 min,"Comedy, Sport",4.9,,Sohail Khan,Nawazuddin Siddiqui,Arbaaz Khan,Amy Jackson
Fredrick,,129 min,"Action, Thriller",4.9,19.0,Rajesh Butalia,Avinash Dhyani,Prashant Narayanan,Tulna Butalia
Free Entry,,,"Drama, Romance",5.0,53.0,Kanti Shah,Anil Nagrath,Amit Pachori,Sapna Sappu
Freedom,,,Thriller,2.9,14.0,Vivek Agnihotri,Deepak,Payal Ghosh,Ravi Shankar Jaiswal
Friends In Law,,85 min,Comedy,6.8,48.0,Amit Khanna,Shreedevi Chowdary,Ashlin Harris,Amiran Winter
Friendship,,152 min,"Action, Crime, Drama",6.6,927.0,Raj Khosla,Amitabh Bachchan,Shatrughan Sinha,Zeenat Aman
Friendship,,145 min,"Comedy, Drama, Romance",6.5,,Tarun Mansukhani,Abhishek Bachchan,John Abraham,Priyanka Chopra Jonas
From Sydney with Love,,,"Comedy, Romance",6.2,69.0,Prateek Chakravorty,Bidita Bag,Sabyasachi Chakrabarty,Ronjini Chakraborty
Frozen,,109 min,Drama,7.1,191.0,Shivajee Chandrabhushan,Danny Denzongpa,Gauri,Aungchuk
Fruit & Nut,,90 min,"Comedy, Crime, Drama",2.8,71.0,Kunal Vijaykar,Cyrus Broacha,Boman Irani,Mahesh Manjrekar
FryDay,,114 min,"Comedy, Drama",5.2,783.0,Abhishek Dogra,Govinda,Digangana Suryavanshi,Varun Sharma
Fuddu,,100 min,"Comedy, Drama",5.4,155.0,Sunil Subramani,Shubham,Swati Kapoor,Uday Tikekar
Fugly,,134 min,"Drama, Thriller",4.7,,Kabir Sadanand,Jimmy Sheirgill,Mohit Marwah,Kiara Advani
Fukrey,,139 min,"Comedy, Drama, Romance",6.9,,Mrighdeep Lamba,Pulkit Samrat,Manjot Singh,Ali Fazal
Fukrey Boyzzz: Space Mein Fukrapanti,,74 min,"Animation, Comedy, Family",8.3,6.0,Avinash Walzade,Manish Bhavan,Amit Deondi,Ketan Kava
Fukrey Returns,,141 min,Comedy,6.5,,Mrighdeep Lamba,Pulkit Samrat,Varun Sharma,Ali Fazal
Full Moon,,169 min,"Drama, Musical, Romance",7.2,476.0,M. Sadiq,Waheeda Rehman,Guru Dutt,Rehman
Fun: Can Be Dangerous Sometimes,,138 min,Thriller,3.1,72.0,Sanjay Zaveri,Siddharth Koirala,Aryan Vaid,Payal Rohatgi
Funtoosh,,,"Comedy, Drama",7.3,74.0,Chetan Anand,Dev Anand,Sheila Ramani,K.N. Singh
Future to Bright Hai Ji,,180 min,Drama,6.2,97.0,Sanjay Amar,Aamir Bashir,Sonal Sehgal,Asrani
G Kutta Se,,104 min,Drama,8.3,47.0,Rahul Dahiya,Rajveer Ankur Singh,Neha Chauhan,Vibha Tyagi
Gaai Aur Gori,,148 min,"Drama, Family",6.0,17.0,M.A. Thirumugham,Shatrughan Sinha,Jaya Bachchan,Bindu
Gaban,,169 min,"Crime, Drama, Romance",5.8,50.0,Krishan Chopra,Hrishikesh Mukherjee,Sunil Dutt,Sadhana
Gabbar is Back,,128 min,"Action, Comedy, Crime",7.1,,Radha Krishna Jagarlamudi,Akshay Kumar,Shruti Haasan,Kareena Kapoor
Gabbar Singh,,111 min,Action,4.8,9.0,Kanti Shah,Amit Pachori,Shiva Rindani,Sapna Sappu
Gadar: Ek Prem Katha,,170 min,"Action, Drama, Romance",7.2,,Anil Sharma,Sunny Deol,Ameesha Patel,Amrish Puri
Gaddaar,,,Crime,7.6,60.0,Harmesh Malhotra,Vinod Khanna,Yogeeta Bali,Pran
Gaddaar,,152 min,"Action, Drama, Romance",4.6,96.0,Raam Shetty,Sunil Shetty,Harish,Sonali Bendre
Gafla,,127 min,Drama,7.2,454.0,Sameer Hanchate,Somesh Agarwal,Anshul Chobey,Nishikant Dixit
Gair,,148 min,"Action, Drama",3.7,195.0,Ashok Gaekwad,Ajay Devgn,Raveena Tandon,Reena Roy
Gair Kaanooni,,152 min,"Action, Comedy, Drama",5.3,90.0,Prayag Raj,Sridevi,Govinda,Kimi Katkar
Gaja Gamini,,122 min,"Drama, Fantasy",5.0,726.0,M.F. Hussain,Madhuri Dixit,Shabana Azmi,Naseeruddin Shah
Gajendra,,145 min,Action,3.5,77.0,Suresh Krishna,Sarath Babu,Rajat Bedi,Flora
Gali Gali Chor Hai,,109 min,"Comedy, Drama, Family",5.1,596.0,Rumi Jaffery,Akshaye Khanna,Mugdha Godse,Satish Kaushik
Galiyon Ka Badshah,,,"Drama, Action, Crime",4.9,29.0,Sher Jung Singh,K. Yogi,Raaj Kumar,Hema Malini
Galiyon Ka Badshah,,,"Action, Thriller",5.6,9.0,Kanti Shah,Ishrat Ali,Hemant Birje,Amisha Desai
"Gallit Gondhal, Dillit Mujra",,120 min,Comedy,7.3,106.0,Nagesh Bhonsle,Makarand Anaspure,Suzanne Bernert,Nagesh Bhonsle
Galti,,,Thriller,5.6,5.0,Bande Prasad,Shrivastava Anushka,Kant Arun,
Gaman,,119 min,Drama,7.1,181.0,Muzaffar Ali,Farooq Shaikh,Smita Patil,Gita Siddharth
Gambeeram,,165 min,"Action, Comedy, Crime",4.5,62.0,Suresh,Tanikella Bharani,Brahmanandam,Jasper
Gambler,,154 min,"Crime, Romance, Thriller",6.5,149.0,Amarjeet,Dev Anand,Zaheeda,Kishore Sahu
Gambler,,169 min,"Action, Comedy, Crime",5.0,356.0,Dayal Nihalani,Govinda,Shilpa Shetty Kundra,Aditya Pancholi
Game,,131 min,"Action, Crime, Drama",5.1,53.0,Anil Mattoo,Naseeruddin Shah,Aditya Pancholi,Rahul Roy
Game,,135 min,"Action, Crime, Drama",5.2,,Abhinay Deo,Abhishek Bachchan,Kangana Ranaut,Anupam Kher
Game,,146 min,"Action, Crime, Drama",5.3,25.0,Shivram Yadav,Sherlyn Chopra,Sameer Dharmadhikari,Prashant Narayanan
Game of Ayodhya,,148 min,"Documentary, Drama",6.5,8.0,Sunil Singh,Arun Bakshi,Abhay Bhargava,Makrand Deshpande
Game Over,,140 min,Thriller,7.1,89.0,Paresh Vinodray Savani,Rima Mishra,Rajesh Sharma,Yashpal Sharma
Game Paisa Ladki,,107 min,Drama,5.8,8.0,Sachin Agarwal,Ishteyak Arif,Deepans Garge,Ashraf Ul Haq
Gandharvya Kanya,,,"Action, Adventure, Fantasy",4.7,6.0,P.S. Prakash,B. Vittalacharya,Anita,Anuradha
Gandhi,,191 min,"Biography, Drama, History",8.0,,Richard Attenborough,Ben Kingsley,John Gielgud,Rohini Hattangadi
Gandhi to Hitler,,108 min,"Drama, History, War",2.5,207.0,Rakesh Ranjan Kumar,Avijit Dutt,Raghuvir Yadav,Neha Dhupia
"Gandhi, My Father",,136 min,"Biography, Drama, History",7.3,,Feroz Abbas Khan,Akshaye Khanna,Darshan Jariwala,Shefali Shah
Gandhigiri,,128 min,Drama,4.6,56.0,Sanoj Mishra,Sanoj R. Mishra,Sanjay Mishra,Rishi Bhutani
Gandhiji My Mentor,,97 min,"Drama, History",7.6,29.0,Nilay Dave,Anil Pandey,Deepak Antani,Nilay Dave
Gandhinagar 2nd Street,,137 min,"Comedy, Family, Romance",7.6,741.0,Sathyan Anthikad,Mohanlal,Karthika,Sreenivasan
Gandhi's Children,,185 min,"Documentary, Drama",8.0,6.0,David MacDougall,,,
Gang,,152 min,"Action, Crime, Drama",6.1,225.0,Mazhar Khan,Jackie Shroff,Nana Patekar,Kumar Gaurav
Gang of Ghosts,,128 min,"Comedy, Horror",3.6,376.0,Satish Kaushik,Sharman Joshi,Mahie Gill,Asrani
Gang of Littles,,112 min,Drama,5.2,6.0,Vijay Kumar Mishra,Abhishek,Shehzad Khan,Viju Khote
Ganga,,102 min,"Action, Drama, Music",4.7,65.0,Abhishek Chhadha,Amitabh Bachchan,Hema Malini,Nagma
Ganga Aur Ranga,,,Action,3.2,8.0,Joginder Shelly,Sahila Chaddha,Suresh Chatwal,Anita Chopra
Ganga Aur Suraj,,157 min,Drama,6.4,17.0,A. Salaam,Sunil Dutt,Shashi Kapoor,Reena Roy
Ganga Bani Shola,,,"Action, Thriller",4.5,8.0,Kanti Shah,Firoz Irani,Jamuna,Goga Kapoor
Ganga Devi,,,Drama,5.3,46.0,Abhishek Chhadha,Amitabh Bachchan,Jaya Bachchan,Vinay Bihari
Ganga Jamuna Ki Lalkaar,,,Action,5.0,16.0,Kanti Shah,Shagufta Ali,Charan Dev,Goga Kapoor
Ganga Ki Kasam,,,Drama,4.2,18.0,T.L.V. Prasad,Mithun Chakraborty,Jackie Shroff,Deepti Bhatnagar
Ganga Ki Lahren,,,Drama,6.5,30.0,Devi Sharma,Azra,Brahm Bhardwaj,Dharmendra
Ganga Ki Saugand,,142 min,"Action, Drama",5.4,146.0,Sultan Ahmed,Amitabh Bachchan,Rekha,Amjad Khan
Ganga Meri Maa,,145 min,Drama,5.7,7.0,Shyam Ralhan,Vikas Anand,Birbal,Danny Denzongpa
Ganga Tera Pani Amrit,,,Drama,4.9,11.0,Virendra Sinha,Navin Nischol,Yogeeta Bali,Nirupa Roy
Ganga Tere Desh Mein,,,Action,4.8,25.0,Vijay Reddy,Dharmendra,Jaya Prada,Shatrughan Sinha
Gangaa Jamunaa Saraswathi,,187 min,"Action, Drama, Romance",4.6,581.0,Manmohan Desai,Amitabh Bachchan,Mithun Chakraborty,Jaya Prada
Gangaajal,,157 min,"Action, Crime, Drama",7.8,,Prakash Jha,Ajay Devgn,Gracy Singh,Mohan Joshi
Gangavataran,,134 min,nan,6.7,11.0,Madhukar Bavdekar,Dhundiraj Govind Phalke,Chitnis,Suresh Pardesi
Gangobai,,,Action,4.0,11.0,Jitendra Chawda,Prithvi,Satnam Kaur,Durgesh Nandni
Gangoobai,,110 min,"Drama, Family",7.3,296.0,Priya Krishnaswamy,Sarita Joshi,Purab Kohli,Mita Vashisht
Gangotri,,,"Action, Crime, Drama",5.8,33.0,Abhishek Chhadha,Amitabh Bachchan,Bhoomika Chawla,Manoj Tiwari
Gangs of Wasseypur,,321 min,"Action, Comedy, Crime",8.2,,Anurag Kashyap,Manoj Bajpayee,Richa Chadha,Nawazuddin Siddiqui
Gangster,,,"Action, Drama, Thriller",5.1,59.0,Dev Anand,Mamta Kulkarni,Manu Gargi,Anita Ayoob
Gangster,,123 min,"Action, Crime, Drama",7.1,,Anurag Basu,Kangana Ranaut,Shiney Ahuja,Emraan Hashmi
Gangvaa,,126 min,"Action, Drama",5.3,26.0,Rajasekhar,Rajinikanth,Shabana Azmi,Sarika
Ganwaar,,,"Drama, Family, Musical",5.9,40.0,Naresh Kumar,Vyjayanthimala,Rajendra Kumar,Nishi
Gaon,,124 min,Drama,5.3,106.0,Gautam Singh,Shadab Kamal,Neha Mahajan,Dibyendu Bhattacharya
Gaon Hamara Shaher Tumhara,,127 min,"Drama, Family, Romance",6.8,30.0,Naresh Kumar,Rajendra Kumar,Rekha,Sujit Kumar
Gaon Ki Gori,,,Drama,6.9,9.0,K. Amarnath,Noor Jehan,Durga Khote,Nazir
Garajna,,,Action,5.7,28.0,K.R. Reddy,Annu Kapoor,Rishi Kapoor,Vinod Khanna
Garam,,102 min,Drama,4.5,30.0,Kanti Shah,Sapna Sappu,Imran,Tanveer
Garam Coat,,129 min,Drama,7.3,15.0,Amar Kumar,Nirupa Roy,Jayant,Rashid Khan
Garam Dukaan,,142 min,Thriller,6.0,12.0,Chandni Gupta,Afsan,Shah Gayaz Khan,
Garam Khoon,,,Action,5.7,9.0,A. Salaam,Vinod Khanna,Sulakshana Pandit,Ajit
Garam Masala,,129 min,"Comedy, Musical, Action",5.8,68.0,Aspi Irani,Aruna Irani,Mehmood,Jeevan
Garam Masala,,146 min,Comedy,6.7,,Priyadarshan,Akshay Kumar,John Abraham,Paresh Rawal
Garbage,,105 min,"Drama, Thriller",3.4,950.0,Qaushiq Mukherjee,Tanmay Dhanania,Trimala Adhikari,Satarupa Das
Gardish,,153 min,"Action, Crime, Drama",7.4,807.0,Priyadarshan,Jackie Shroff,Amrish Puri,Dimple Kapadia
Garibon Ka Daata,,,Action,4.5,13.0,Ramesh Ahuja,Bhanupriya,Mithun Chakraborty,Uday Chandra
Garjjanam,,,"Action, Crime, Drama",4.5,12.0,V.V. Ramana,Tottempudi Gopichand,Bhavana,Ashish Vidyarthi
Garm Hava,,146 min,Drama,8.1,689.0,M.S. Sathyu,Balraj Sahni,A.K. Hangal,Gita Siddharth
Gateway of India,,,"Comedy, Crime, Drama",7.2,43.0,J. Om Prakash,Bharat Bhushan,Pradeep Kumar,Madhubala
Gattu,,90 min,Drama,7.3,398.0,Rajan Khosa,Naresh Sharma,Mohammad Samad,Jayanta Das
Gauraiya,,125 min,Crime,7.0,64.0,Rajesh Hans,Karamaveer Chaudhary,Karamveer Choudhary,Vijay Jora
Gaurav Gupta: Market Down Hai,,50 min,Comedy,7.5,226.0,Neville Shah,Gaurav Gupta,,
Gauri,,,nan,8.5,8.0,Kidar Nath Sharma,Monica Desai,Prithviraj Kapoor,Raj Kapoor
Gauri,,152 min,"Drama, Family",6.5,40.0,A. Bhimsingh,Sunil Dutt,Nutan,Sanjeev Kumar
Gauri: The Unborn,,98 min,"Drama, Horror, Thriller",3.5,109.0,Aku Akbar,Mohan Azaad,Anupam Kher,Atul Kulkarni
Gauru: Journey of Courage,,124 min,Family,8.8,85.0,Ramkishan Choyal,Jahangir Khan,Vedshree Rao,Ila Arun
Gautam Govinda,,131 min,"Action, Crime, Drama",6.0,58.0,Subhash Ghai,Shashi Kapoor,Shatrughan Sinha,Moushumi Chatterjee
Gautam Govinda,,119 min,Action,2.7,11.0,Gautam Verma,Ishrat Ali,Mithun Chakraborty,Pinky Chinoy
Gautama the Buddha,,,Documentary,7.4,9.0,Bimal Roy,,,
Gawaahi,,111 min,Mystery,5.6,36.0,Anant Balani,Zeenat Aman,Vikram Gokhale,Ashutosh Gowariker
Gayab,,138 min,"Drama, Fantasy, Thriller",4.2,781.0,Prawaal Raman,Tusshar Kapoor,Antara Mali,Raghuvir Yadav
Geet,,,"Action, Crime, Musical",7.1,98.0,Ramanand Sagar,Rajendra Kumar,Mala Sinha,Nasir Hussain
Geet,,151 min,Drama,5.9,56.0,Partho Ghosh,Avinash Wadhawan,Divya Bharti,Laxmikant Berde
Geet Gaata Chal,,130 min,"Comedy, Drama, Family",6.9,108.0,Hiren Nag,Sachin Pilgaonkar,Sarika,Urmila Bhatt
Geet Gaaya Pattharon Ne,,,"Drama, Musical, Romance",6.4,92.0,Shantaram Rajaram Vankudre,Jeetendra,Rajshree,Bharathi
Geetaa Mera Naam,,,"Action, Drama, Thriller",6.9,57.0,Sadhana,Sunil Dutt,Sadhana,Feroz Khan
Geetanjali,,150 min,Drama,6.0,45.0,Shakti Samanta,Jeetendra,Rekha,Vijay Arora
Gehra Daag,,,"Crime, Drama, Romance",7.1,27.0,O.P. Ralhan,Rajendra Kumar,Mala Sinha,Madan Puri
Gehra Raaz,,,Horror,4.8,12.0,Ramesh Bedi,Salma Agha,Harbans Darshan M. Arora,Raj Babbar
Gehrayee,,135 min,"Drama, Horror",6.8,148.0,Vikas Desai,Aruna Raje,Shreeram Lagoo,Anant Nag
Gehri Chaal,,147 min,"Action, Crime, Thriller",5.4,127.0,C.V. Sridhar,Jeetendra,Hema Malini,Amitabh Bachchan
Gemeni,,,Action,6.2,6.0,Venkatesh Daggubati,Kalabhavan Mani,Namitha,
Gemini,,150 min,"Action, Comedy, Crime",6.1,910.0,Saran,Vikram,Kiran Rathod,Kalabhavan Mani
Genesis,,105 min,Drama,6.7,113.0,Mrinal Sen,Shabana Azmi,Naseeruddin Shah,Om Puri
Genius,,165 min,"Action, Thriller",5.3,,Anil Sharma,Utkarsh Sharma,Ishita Chauhan,Mithun Chakraborty
